judul,kategori,source,date
"Hasil Indonesia Masters: Hafiz/Gloria Tumbang, Praveen/Melati Menang WO",sport,detik.com,"Selasa, 14 Jan 2020 20:21 WIB"
Hafiz-Gloria Kandas di Babak Pertama Indonesia Masters 2020,sport,detik.com,"Selasa, 14 Jan 2020 19:29 WIB"
Zlatan Ibrahimovic: Pemain Tua yang Bertenaga,sport,detik.com,"Selasa, 14 Jan 2020 19:17 WIB"
Sedihnya Koki Watanabe Saat Lihat Langsung Kecelakaan Mobil Kento Momota,sport,detik.com,"Selasa, 14 Jan 2020 18:56 WIB"
Ricky/Pia Zebaidah Ditumbangkan Ganda China di Daihatsu Indonesia Masters,sport,detik.com,"Selasa, 14 Jan 2020 18:49 WIB"
"Tampil di Daihatsu Indonesia Masters 2020, Pebulutangkis Jerman Ini Serasa Mudik",sport,detik.com,"Selasa, 14 Jan 2020 18:36 WIB"
"Alkohol, Alasan McGregor Kalah dari Khabib Nurmagomedov",sport,detik.com,"Selasa, 14 Jan 2020 18:21 WIB"
"Dadakan Harus ke Istora, Tontowi Dikawal Voorijder ke Daihatsu Indonesia Masters",sport,detik.com,"Selasa, 14 Jan 2020 18:17 WIB"
"Berduet dengan Apriyani, Tontowi Ingin Fokus Satu per Satu Pertandingan",sport,detik.com,"Selasa, 14 Jan 2020 17:30 WIB"
Pengakuan McGregor: Mabuk-mabukan Sebelum Dihajar Khabib Nurmagomedov,sport,detik.com,"Selasa, 14 Jan 2020 17:30 WIB"
Mbappe Akan Menangi Ballon dOr Sebelum Neymar,sport,detik.com,"Selasa, 14 Jan 2020 17:26 WIB"
"Melihat Lagi Aksi Hakan Sukur, Pencetak Gol Tercepat di Piala Dunia",sport,detik.com,"Selasa, 14 Jan 2020 16:00 WIB"
"Hasil Indonesia Masters: Jalani Debut, Tontowi/Apriyani Tembus Babak Utama",sport,detik.com,"Selasa, 14 Jan 2020 13:52 WIB"
Lawan Ronaldo Lebih Mudah Dibanding Adama Traore,sport,detik.com,"Selasa, 14 Jan 2020 13:50 WIB"
Video Teror Spanduk Nyinyir ke Evan Dimas Usai Gabung Persija,sport,detik.com,"Selasa, 14 Jan 2020 13:26 WIB"
"Saatnya Revans di Istora, Praveen/Melati!",sport,detik.com,"Selasa, 14 Jan 2020 13:07 WIB"
Jadwal Pertandingan Babak Utama Daihatsu Indonesia Masters 2020 Hari Ini,sport,detik.com,"Selasa, 14 Jan 2020 12:57 WIB"
"Daihatsu Indonesia Masters: Kevin/Marcus Menang Susah Payah, Jonatan Lolos",sport,detik.com,"Rabu, 15 Jan 2020 23:56 WIB"
"Daihatsu Indonesia Masters: Lolos ke Babak Kedua, Anthony Jumpa Tommy",sport,detik.com,"Rabu, 15 Jan 2020 23:50 WIB"
Hendra/Ahsan Melangkah Mulus,sport,detik.com,"Rabu, 15 Jan 2020 23:49 WIB"
Anthony Ginting Singkirkan Parupalli Kashyap,sport,detik.com,"Rabu, 15 Jan 2020 23:41 WIB"
Gregoria Masih Diadang Masalah yang Itu-Itu Saja,sport,detik.com,"Rabu, 15 Jan 2020 23:24 WIB"
Fajar/Rian Melaju ke Babak Kedua Indonesia Masters 2020,sport,detik.com,"Rabu, 15 Jan 2020 23:16 WIB"
Daihatsu Indonesia Masters: Fajar/Rian dan The Daddies Melaju ke 16 Besar,sport,detik.com,"Rabu, 15 Jan 2020 22:42 WIB"
"Sedih Banget! Gregoria Tumbang, Tunggal Putri Indonesia Ludes",sport,detik.com,"Rabu, 15 Jan 2020 22:37 WIB"
Zheng Siwei/Huang Ya Qiong Tetap Tancap Gas Kumpulkan Poin Olimpiade 2020,sport,detik.com,"Rabu, 15 Jan 2020 22:18 WIB"
"Sampai Kapan Hilang Fokus Terus, Fitriani?",sport,detik.com,"Rabu, 15 Jan 2020 22:05 WIB"
"Daihatsu Indonesia Masters: Menang Rubber Game, Tommy Melaju ke Babak Kedua",sport,detik.com,"Rabu, 15 Jan 2020 22:04 WIB"
