judul,kategori,source,date
Duterte Perintahkan Evakuasi Warga Filipina dari Timur Tengah,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-07/dunia
Lansia Ambil Resiko Gunakan Cucu Selamatkan Kucing Jatuh ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-07/dunia
30 Orang Tewas di Acara Pemakaman Jenderal Qassem Soleimani,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-07/dunia
Keluarga Kerajaan Arab Saudi Diam-diam Terbang ke Eropa ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-07/dunia
Berikut Rentang Waktu Persidangan Kasus Reynhard Sinaga,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-07/dunia
Polisi Temukan 800 Video Perkosaan yang Direkam Reynhard Sinaga,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-07/dunia
Parlemen Iran Mau Cap Militer AS Sebagai Organisasi Teroris,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-07/dunia
Trump Langgar Hukum Internasional Jika Serang Situs Budaya Iran,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-07/dunia
Begini Modus Predator Seks Reynhard Sinaga dalam Mencari Korban,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-07/dunia
"Surat Penarikan Pasukan AS Bocor, Militer AS Sebut Masih Draf",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-07/dunia
Para Korban Tak Sadarkan Diri Saat Diperkosa Reynhard Sinaga,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-07/dunia
Ayatollah Ali Khamenei Menangis Saat Pemakaman Qassem Soleimani,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-07/dunia
Pramugara Air China Diduga Bocorkan Data Penumpang Selebriti  ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-07/dunia
Thailand Buka Klinik Pengobatan Tradisional Berbasis Ganja ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-07/dunia
"Operasi Plastik Diam-diam, Perempuan Ini Tak Dikenali Keluarga",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-07/dunia
India Hukum Gantung 4 Pemerkosa Brutal di Bus,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-08/dunia
Kasus Perkosaan Reynhard Sinaga Jadi Berita Utama Media Inggris  ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-08/dunia
"Pesawat Ukraina Jatuh, Penumpang Terbanyak Warga Iran dan Kanada",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-08/dunia
Universitas Leeds Tempat Reynhard Sinaga Kuliah Buka Suara,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-08/dunia
"Jika Diserang, Israel Janjikan Serangan Balik Terdahsyat ",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-08/dunia
Singapore Airlines Tidak Melintas di Udara Iran ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-08/dunia
9 Negara Bereaksi Atas Serangan Iran ke Pangkalan Militer AS   ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-08/dunia
"Pesawat Ukraina Jatuh di Iran, Pilot Tidak Sebut Situasi Darurat ",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-08/dunia
"Iran Serang AS di Irak, Kementerian Luar Negeri Imbau WNI Waspada",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-08/dunia
"Rambut Dipotong Terlalu Pendek, Perempuan di Singapura Mengamuk ",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-08/dunia
Remaja di Australia Selamatkan Koala dari Kebakaran Hutan,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-08/dunia
"Dikira Mencuri, Anak Ini Berjualan untuk Uang Saku Tambahan ",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-08/dunia
Iran Lancarkan Serangan Rudal ke Pangkalan Militer AS di Irak,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-08/dunia
"Puerto Riko Diguncang Gempa Bumi 6,4 ",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-08/dunia
56 Orang Tewas Terinjak-injak dalam Pemakaman Qassem Soleimani   ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-08/dunia
Iran Punya 13 Skenario Serang AS Balas Kematian Qassem Soleimani,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-08/dunia
Viral Video Sapi Berlutut Memohon Tak Disembelih ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-09/dunia
Korban Tewas Ukraine International Airlines dari Tujuh Negara,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-09/dunia
Kejahatan Reynhard Sinaga Terbongkar oleh Pemain Olahraga Rugby,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-09/dunia
Iran Klaim Ukraine International Airlines Terbakar Sebelum Jatuh,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-09/dunia
Ukraina Selidiki Serangan Rudal ke Ukraine International Airlines,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-09/dunia
"Kisah Penderita Down Syndrome di Nepal, Bahagia Dapat Pekerjaan",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-09/dunia
Penyebab Jatuh Ukraine International Airlines Masih Diselidiki,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-09/dunia
"Ukraine International Airlines Jatuh, Satu Keluarga Ini Tewas ",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-09/dunia
Pangeran Harry dan Meghan Markle Mundur dari Kerajaan Inggris,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-09/dunia
Irak Mengutuk Iran Wilayahnya Dijadikan Medan Pertempuran  ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-09/dunia
"Pesawat Ukraine International Airlines Jatuh, Boeing Disorot Lagi",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-09/dunia
"Ikuti Teknologi, Biksu di Thailand Kirim Doa Lewat Video Call",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-09/dunia
Kisah Sopir Grab Jujur Serahkan Dompet Penumpang yang Tertinggal ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-09/dunia
Kekuatan Militer AS di 10 Negara di Timur Tengah,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-09/dunia
Iran Siapkan Serangan Berikutnya ke AS,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-09/dunia
Iran Ajak Boeing dan Sejumlah Negara Selidiki Kotak Hitam ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
Deplu Amerika Serikat Setuju Jual 12 Jet Tempur F-35 ke Singapura,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
Madame Tussauds Pindahkan Patung Lilin Harry dan Meghan Markle,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
Uni Eropa Khawatir Konflik Iran-AS Berujung ke Krisis Nuklir,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
Miliarder Yusaku Maezawa Bikin Kontes Berhadiah Rp 124 Miliar,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
"Karyawan Boeing: Boeing 737 Max Dibuat oleh Badut, Diawasi Monyet",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
Prancis Investigasi Jatuhnya Pesawat Ukraine International Airlines,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
DPR AS Sahkan Resolusi Batasi Wewenang Perang Trump Terhadap Iran,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
"Ulang Tahun, Donald Trump Kirim Ucapan Selamat ke Kim Jong Un",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
"Pesawat Jatuh, Iran Butuh Bantuan Asing Buka Kode Kotak Hitam ",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
Beredar Video Ketika Rudal Iran Diduga Tembak Pesawat Ukraina,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
Parlemen Inggris Setujui RUU Brexit ,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
Trump Klaim Qassem Soleimani Mau Meledakkan Kedubes AS di Irak,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
"Terlalu Ngirit, Kencan Pertama Pasangan Ini Berakhir Menyedihkan",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
Pangeran Harry dan Meghan Diprediksi Akan 'Kabur' Ke Kanada,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
Misil Iran Bisa Capai Target Sejauh 3000 Kilometer,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
PM Kanada Tuding Iran Sebagai Penembak Maskapai Ukraina,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
Warga Dukung Pangeran Harry dan Meghan Tinggalkan Kerajaan,dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
"Dijuluki Picasso, Mikail Akar Anak yang Pandai Melukis",dunia,tempo.co,https://www.tempo.co/indeks/2020-01-10/dunia
